URL,Indexed,Coverage State,Verdict,Crawled As,Last Crawl Time,Error
"https://swimly.uk/clubs/cornwall/helston-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/cornwall/saltash-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/devon/barnstaple-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/devon/bideford-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/devon/totnes-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-04T15:01:29Z",""
"https://swimly.uk/clubs/dorset/poole-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/dorset/swanage-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/durham/stanley-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-04T12:27:01Z",""
"https://swimly.uk/clubs/east-sussex/heathfield-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-09T10:58:23Z",""
"https://swimly.uk/clubs/east-sussex/ore-valley-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/east-yorkshire/beverley-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/east-yorkshire/driffield-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/east-yorkshire/hornsea-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/essex/canvey-island-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/gloucestershire/coleford-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-02-28T15:53:43Z",""
"https://swimly.uk/clubs/gloucestershire/dursley-district-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/gloucestershire/stroud-swindon-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/gloucestershire/tewkesbury-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/hampshire/romsey-rapids-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/hertfordshire/st-albans-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/hertfordshire/watford-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/kent/gravesend-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/lancashire/clitheroe-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/lancashire/morecambe-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T07:38:53Z",""
"https://swimly.uk/clubs/london/acton-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/london/hillingdon-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/london/kings-cormorants-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-06T04:49:40Z",""
"https://swimly.uk/clubs/london/london-borough-of-hounslow-sc/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/norfolk/north-norfolk-vikings-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/north-east-lincolnshire/immingham-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-02-28T18:22:03Z",""
"https://swimly.uk/clubs/north-lincolnshire/barton-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/north-lincolnshire/crowle-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-02-28T15:46:40Z",""
"https://swimly.uk/clubs/north-yorkshire/middlesbrough-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-02T16:37:44Z",""
"https://swimly.uk/clubs/northern-ireland/alliance-asc/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/northern-ireland/coleraine-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/northern-ireland/cookstown-swimming-club-ni/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/northern-ireland/larne-asc/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/northern-ireland/newry-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/northern-ireland/newtownabbey-asc/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/northern-ireland/olympia-asc/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/northumberland/berwick-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/northumberland/blyth-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/nottinghamshire/beeston-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/oxfordshire/didcot-barramundi-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/oxfordshire/henley-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/shropshire/market-drayton-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/somerset/bridgwater-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-02-28T15:55:20Z",""
"https://swimly.uk/clubs/kent/dover-life-guard-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:26:33Z",""
"https://swimly.uk/clubs/staffordshire/newcastle-under-lyme-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/tyne-and-wear/sunderland-aquatic-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/tyne-and-wear/wallsend-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/warwickshire/alcester-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/west-midlands/boldmere-swimming-club/","No","Page with redirect","NEUTRAL","MOBILE","2026-03-17T09:42:10Z",""
"https://swimly.uk/clubs/west-midlands/halesowen-swimming-club/","No","Page with redirect","NEUTRAL","MOBILE","2026-03-18T00:06:23Z",""
"https://swimly.uk/clubs/west-midlands/warley-swimming-club/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/west-sussex/arundel-swimming-club/","No","Error","Error","","","request to https://searchconsole.googleapis.com/v1/urlInspection/index:inspect failed, reason: read ETIMEDOUT"
"https://swimly.uk/clubs/west-yorkshire/calderdale-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-05T07:15:35Z",""
"https://swimly.uk/clubs/west-yorkshire/city-of-leeds-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-06T05:26:48Z",""
"https://swimly.uk/clubs/north-yorkshire/richmond-swimming-club-yorkshire/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/north-yorkshire/richmond-swimming-club-yorkshire/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/scotland/hamilton-swimming-club/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/scotland/orkney-amateur-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:28:49Z",""
"https://swimly.uk/clubs/worcestershire/worcester-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:33:12Z",""
"https://swimly.uk/clubs/greater-manchester/manchester-and-north-west-disability-sc/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/west-yorkshire/city-of-bradford-esprit-diving/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:26:17Z",""
"https://swimly.uk/clubs/south-yorkshire/stocksbridge-pentaqua-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:35:24Z",""
"https://swimly.uk/clubs/durham/richmond-dales-asc/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/west-yorkshire/city-of-leeds-diving-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:29:46Z",""
"https://swimly.uk/clubs/east-yorkshire/south-holderness-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:24:33Z",""
"https://swimly.uk/clubs/west-midlands/wombourne-sc/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/dorset/yeovil-district-sc/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/london/south-west-london-diving-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T02:02:42Z",""
"https://swimly.uk/clubs/essex/canvey-island-sc/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/london/whitgift-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:32:30Z",""
"https://swimly.uk/clubs/hampshire/portsmouth-and-district-artistic-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:27:36Z",""
"https://swimly.uk/clubs/hampshire/southampton-university-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:26:40Z",""
"https://swimly.uk/clubs/hampshire/winchester-water-polo-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T21:34:20Z",""
"https://swimly.uk/clubs/bedfordshire/dunstable-sc/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/clubs/bedfordshire/team-luton-swimming/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/clubs/hertfordshire/harpenden-swimming-club/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:35:14Z",""
"https://swimly.uk/clubs/buckinghamshire/dacorum-artistic-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:25:50Z",""
"https://swimly.uk/clubs/west-midlands/boldmere-swimming-and-water-polo-club/","No","Page with redirect","NEUTRAL","MOBILE","2026-03-12T18:58:02Z",""
"https://swimly.uk/clubs/warwickshire/nuneaton-and-bedworth-sc/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T15:32:02Z",""
"https://swimly.uk/clubs/leicestershire/loughborough-university-swimming/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-07T05:33:43Z",""
"https://swimly.uk/swimming-club-software/cumbria/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/swimming-club-software/gloucestershire/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-02-25T15:59:58Z",""
"https://swimly.uk/swimming-club-software/bedfordshire/biggleswade/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/bedfordshire/leighton-buzzard/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/swimming-club-software/cambridgeshire/wisbech/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-02T23:38:23Z",""
"https://swimly.uk/swimming-club-software/cornwall/looe/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/swimming-club-software/cumbria/kendal/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/cumbria/ulverston/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/derbyshire/matlock/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/swimming-club-software/devon/exmouth/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/dorset/weymouth/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/swimming-club-software/durham/consett/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/durham/stanley/","No","Crawled - currently not indexed","NEUTRAL","MOBILE","2026-03-02T18:11:03Z",""
"https://swimly.uk/swimming-club-software/east/norwich/","No","URL is unknown to Google","NEUTRAL","Unknown","",""
"https://swimly.uk/swimming-club-software/east-sussex/hove/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/east-yorkshire/withernsea/","No","Discovered - currently not indexed","NEUTRAL","CRAWLING_USER_AGENT_UNSPECIFIED","",""
"https://swimly.uk/swimming-club-software/essex/clacton-on-sea/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/colchester/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/harlow/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/maldon/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/rayleigh/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/rochford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/saffron-walden/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/southend-on-sea/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/essex/witham/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/cheltenham/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/cinderford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/cirencester/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/coleford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/dursley/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/gloucester/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/nailsworth/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/stroud/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/gloucestershire/tewkesbury/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/altrincham/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/ashton-under-lyne/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/bolton/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/radcliffe/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/stockport/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/stretford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/trafford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/greater-manchester/tyldesley/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/aldershot/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/andover/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/eastleigh/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/fareham/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/farnborough/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/gosport/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/waterlooville/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/hayling-island/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/liss/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/petersfield/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/ringwood/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/romsey/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/southampton/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hampshire/totton/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/berkhamsted/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/bishops-stortford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/borehamwood/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/cheshunt/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/hatfield/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/hemel-hempstead/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/hertford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/hitchin/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/letchworth/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/potters-bar/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/royston/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/st-albans/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/stevenage/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/ware/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/watford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/hertfordshire/welwyn-garden-city/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/ashford/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/broadstairs/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/canterbury/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/cranbrook/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/dover/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/edenbridge/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/folkestone/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/gillingham/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/gravesend/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/herne-bay/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/maidstone/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
"https://swimly.uk/swimming-club-software/kent/margate/","No","Error","Error","","","Quota exceeded for sc-domain:swimly.uk."
